GROUPCODE,STATCODE,STAT,ISSTATE,MetroName,MetroCode,y2009,y2010,y2011
"Education","lTHS","With parents who have less than a high school degree",0,"Sacramento-Arden-Arcade-Roseville, CA",40900,.24925208,.24047221,.21246895
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Sacramento-Arden-Arcade-Roseville, CA",40900,.03410272,.02623714,.03124567
"English_Proficiency","linIso","Who live in Linguistically Isolated Households",0,"Sacramento-Arden-Arcade-Roseville, CA",40900,.28062986,.25651479,.25236968
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Sacramento-Arden-Arcade-Roseville, CA",40900,.29700074,.29464606,.2744405
"English_Proficiency","limEng","With Limited English Proficiency",0,"Sacramento-Arden-Arcade-Roseville, CA",40900,.20359961,.1921011,.16448785
"English_Proficiency","engPro","Who are English Proficient",0,"Sacramento-Arden-Arcade-Roseville, CA",40900,.79640039,.8078989,.83551215
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Sacramento-Arden-Arcade-Roseville, CA",40900,.0141885,.01681198,.01946923
"Country_of_Origin_of_Parents","europe","Europe, Canada & Australia",0,"Sacramento-Arden-Arcade-Roseville, CA",40900,.16922238,.16184978,.16348666
"Education","age0_3","Age 0 to 3",0,"Sacramento-Arden-Arcade-Roseville, CA",40900,.33684605,.33639712,.35816244
"Education","age4_5","Age 4 to 5",0,"Sacramento-Arden-Arcade-Roseville, CA",40900,.34486447,.35928946,.36663507
"Population","Share","Children of Immigrants, Share",0,"St. Louis, MO-IL",41180,.06380645,.06894236,.08093306
"Citizenship","notCit","Who are not citizens",0,"St. Louis, MO-IL",41180,.18236195,.15185115,.13328644
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"St. Louis, MO-IL",41180,.08840587,.08649344,.06294276
"Country_of_Origin_of_Parents","southAmerica","South America",0,"St. Louis, MO-IL",41180,.04027402,.03954566,.03541206
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"St. Louis, MO-IL",41180,.29315654,.28332954,.3123017
"Country_of_Origin_of_Parents","Africa","Africa",0,"St. Louis, MO-IL",41180,.11625677,.1067399,.10100397
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"St. Louis, MO-IL",41180,.38391025,.39094439,.43850213
"Education","HS","With parents who have a high school degree",0,"St. Louis, MO-IL",41180,.33526678,.40003174,.43968175
"Poverty_Income_and_Benefit_Receipt","home","Household owns Home",0,"St. Louis, MO-IL",41180,.69573362,.66397513,.66267736
"English_Proficiency","engPro","Who are English Proficient",0,"St. Louis, MO-IL",41180,.85525942,.88483778,.89888168
"Education","NIS617","Who are not in school, age 6 to 17",0,"St. Louis, MO-IL",41180,.02110842,.0282393,.02789672
"Family_Structure","twokid","Two children in famiy",0,"St. Louis, MO-IL",41180,.41837772,.40894287,.39821869
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"St. Louis, MO-IL",41180,.13482831,.11382331,.14344283
"Population","perChange","Percentage Change in the Number of Children of Immigrants",0,"St. Louis, MO-IL",41180,,.06976745,.17391305
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"St. Louis, MO-IL",41180,.90620715,.88713933,.86874576
"English_Proficiency","eppars","English Proficient Parents",0,"St. Louis, MO-IL",41180,.5024627,.48997448,.5292872
"Education","col","With parents who have at least four year college degree",0,"St. Louis, MO-IL",41180,.50314262,.50114392,.45965032
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"St. Louis, MO-IL",41180,.21538299,.25251171,.28773347
"English_Proficiency","linIso","Who live in Linguistically Isolated Households",0,"St. Louis, MO-IL",41180,.22013531,.26323579,.21416305
"Citizenship","citCitPar","Who are citizens with citizen parents",0,"St. Louis, MO-IL",41180,.60225506,.59563714,.57898009
"Family_Structure","onekid","One child in family",0,"St. Louis, MO-IL",41180,.22620364,.23544076,.2308261
"Family_Structure","sPar","In single parent families",0,"St. Louis, MO-IL",41180,.16405557,.1786333,.13866753
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"St. Louis, MO-IL",41180,.02188272,.01803956,.02654032
"Family_Structure","tPar","In two-parent families",0,"St. Louis, MO-IL",41180,.83594443,.8213667,.86133247
"Country_of_Origin_of_Parents","midEast","The Middle East & South Asia",0,"St. Louis, MO-IL",41180,.21048068,.20102932,.19698661
"English_Proficiency","noeppars","No English Proficient Parents",0,"St. Louis, MO-IL",41180,.34341451,.38646936,.32855771
"Country_of_Origin_of_Parents","mexico","Mexico",0,"St. Louis, MO-IL",41180,.15584958,.18445031,.18946801
"Education","NIS35","Who are not in school, age 3 to 5",0,"St. Louis, MO-IL",41180,.09794255,.0780628,.06668363
"Education","lTHS","With parents who have less than a high school degree",0,"St. Louis, MO-IL",41180,.16159061,.09882435,.10066793
"English_Proficiency","limEng","With Limited English Proficiency",0,"St. Louis, MO-IL",41180,.14474058,.11516222,.10111832
"Poverty_Income_and_Benefit_Receipt","pov100","In families below 100% of the poverty line",0,"St. Louis, MO-IL",41180,.22003832,.20075294,.22037316
"Family_Structure","fourkid","More than four children in family",0,"St. Louis, MO-IL",41180,.0599444,.02900312,.02064571
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"St. Louis, MO-IL",41180,.4975373,.51002552,.4707128
"Country_of_Origin_of_Parents","europe","Europe, Canada & Australia",0,"St. Louis, MO-IL",41180,.23202204,.2498785,.24420344
"Family_Structure","threekid","Three children in family",0,"St. Louis, MO-IL",41180,.29547423,.32661325,.3503095
"Education","age0_3","Age 0 to 3",0,"St. Louis, MO-IL",41180,.08053228,.0834159,.08531875
"Education","age4_5","Age 4 to 5",0,"St. Louis, MO-IL",41180,.07597875,.09595802,.118257
"Population","Share","Children of Immigrants, Share",0,"Salt Lake City, UT",41620,.22172451,.21656729,.22882176
"English_Proficiency","limEng","With Limited English Proficiency",0,"Salt Lake City, UT",41620,.17341202,.15359743,.12694639
"Country_of_Origin_of_Parents","europe","Europe, Canada & Australia",0,"Salt Lake City, UT",41620,.08307659,.10663446,.11195755
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Salt Lake City, UT",41620,.51405451,.5583005,.57694645
"Citizenship","citCitPar","Who are citizens with citizen parents",0,"Salt Lake City, UT",41620,.49353266,.48631613,.47467085
"Citizenship","notCit","Who are not citizens",0,"Salt Lake City, UT",41620,.14894474,.12537528,.11823091
"Education","NIS617","Who are not in school, age 6 to 17",0,"Salt Lake City, UT",41620,.01126146,.01037601,.01413117
"Family_Structure","twokid","Two children in famiy",0,"Salt Lake City, UT",41620,.27610786,.32632229,.32075572
"Family_Structure","onekid","One child in family",0,"Salt Lake City, UT",41620,.14788034,.14390542,.12577243
"Country_of_Origin_of_Parents","Africa","Africa",0,"Salt Lake City, UT",41620,.04034918,.02978601,.03913325
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"Salt Lake City, UT",41620,.05907843,.05990698,.04977403
"Family_Structure","sPar","In single parent families",0,"Salt Lake City, UT",41620,.15572772,.16241471,.16383299
"English_Proficiency","eppars","English Proficient Parents",0,"Salt Lake City, UT",41620,.43851972,.38478175,.36368622
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Salt Lake City, UT",41620,.55593952,.61323874,.64552612
"Education","HS","With parents who have a high school degree",0,"Salt Lake City, UT",41620,.48960488,.49529646,.51544086
"Family_Structure","fourkid","More than four children in family",0,"Salt Lake City, UT",41620,.12849897,.14331724,.12627095
"Family_Structure","threekid","Three children in family",0,"Salt Lake City, UT",41620,.44751284,.38645504,.42720091
"Poverty_Income_and_Benefit_Receipt","pov100","In families below 100% of the poverty line",0,"Salt Lake City, UT",41620,.20786258,.28069737,.305015
"Education","lTHS","With parents who have less than a high school degree",0,"Salt Lake City, UT",41620,.23740899,.27861382,.27499036
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Salt Lake City, UT",41620,.09496178,.08544366,.07777309
"English_Proficiency","engPro","Who are English Proficient",0,"Salt Lake City, UT",41620,.82658798,.84640257,.87305361
"Poverty_Income_and_Benefit_Receipt","home","Household owns Home",0,"Salt Lake City, UT",41620,.58827935,.59919436,.57122309
"Family_Structure","tPar","In two-parent families",0,"Salt Lake City, UT",41620,.84427228,.83758529,.83616701
"Education","NIS35","Who are not in school, age 3 to 5",0,"Salt Lake City, UT",41620,.11954161,.11759226,.1076596
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Salt Lake City, UT",41620,.12195323,.12000033,.10724922
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Salt Lake City, UT",41620,.56148028,.61521825,.63631378
"Country_of_Origin_of_Parents","midEast","The Middle East & South Asia",0,"Salt Lake City, UT",41620,.03289401,.02273703,.03642358
"Population","perChange","Percentage Change in the Number of Children of Immigrants",0,"Salt Lake City, UT",41620,,-.02739726,.05633803
"English_Proficiency","linIso","Who live in Linguistically Isolated Households",0,"Salt Lake City, UT",41620,.23210519,.23005634,.21464992
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Salt Lake City, UT",41620,.04388369,.04153679,.03492801
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Salt Lake City, UT",41620,.95684035,.94371621,.93014398
"English_Proficiency","noeppars","No English Proficient Parents",0,"Salt Lake City, UT",41620,.38029069,.44149293,.45382724
"Education","col","With parents who have at least four year college degree",0,"Salt Lake City, UT",41620,.27298613,.22608972,.20956877
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Salt Lake City, UT",41620,.3575226,.38830859,.40709824
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Salt Lake City, UT",41620,.5238031,.53395474,.54276127
"Education","age0_3","Age 0 to 3",0,"Salt Lake City, UT",41620,.23035854,.21445764,.22396376
"Education","age4_5","Age 4 to 5",0,"Salt Lake City, UT",41620,.22760746,.23900895,.23407104
"Population","Share","Children of Immigrants, Share",0,"San Antonio, TX",41700,.2188487,.21948969,.22843507
"Country_of_Origin_of_Parents","southAmerica","South America",0,"San Antonio, TX",41700,.02871919,.02439989,.01473212
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"San Antonio, TX",41700,.28656496,.30309003,.27350389
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"San Antonio, TX",41700,.04184885,.04306694,.0550076
"English_Proficiency","linIso","Who live in Linguistically Isolated Households",0,"San Antonio, TX",41700,.2009732,.2034374,.19970185
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"San Antonio, TX",41700,.53928758,.51673286,.51286376
"Country_of_Origin_of_Parents","Africa","Africa",0,"San Antonio, TX",41700,.02778426,.02477108,.02368151
"Poverty_Income_and_Benefit_Receipt","home","Household owns Home",0,"San Antonio, TX",41700,.66368479,.65408829,.62838761
"Family_Structure","twokid","Two children in famiy",0,"San Antonio, TX",41700,.34365029,.33340393,.33445715
"Family_Structure","threekid","Three children in family",0,"San Antonio, TX",41700,.3824032,.38807573,.41217281
"Country_of_Origin_of_Parents","mexico","Mexico",0,"San Antonio, TX",41700,.74592004,.75417958,.74457725
"Population","perChange","Percentage Change in the Number of Children of Immigrants",0,"San Antonio, TX",41700,,.01626016,.056
"Citizenship","notCit","Who are not citizens",0,"San Antonio, TX",41700,.09737709,.13205992,.13313761
"Family_Structure","tPar","In two-parent families",0,"San Antonio, TX",41700,.83925009,.84367758,.83920034
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"San Antonio, TX",41700,.60077545,.66255274,.64740762
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"San Antonio, TX",41700,.04320123,.05236909,.0478719
"English_Proficiency","eppars","English Proficient Parents",0,"San Antonio, TX",41700,.39922455,.33744726,.35259238
"English_Proficiency","noeppars","No English Proficient Parents",0,"San Antonio, TX",41700,.37193323,.41153189,.4050991
"Poverty_Income_and_Benefit_Receipt","pov100","In families below 100% of the poverty line",0,"San Antonio, TX",41700,.27290381,.28099339,.27646618
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"San Antonio, TX",41700,.60495864,.59876623,.60315769
"Education","col","With parents who have at least four year college degree",0,"San Antonio, TX",41700,.22097929,.24202688,.24971919
"English_Proficiency","limEng","With Limited English Proficiency",0,"San Antonio, TX",41700,.16212516,.15688735,.14929441
"Country_of_Origin_of_Parents","europe","Europe, Canada & Australia",0,"San Antonio, TX",41700,.05018433,.04478928,.05022258
"Education","lTHS","With parents who have less than a high school degree",0,"San Antonio, TX",41700,.27322579,.2747911,.25695845
"Education","NIS617","Who are not in school, age 6 to 17",0,"San Antonio, TX",41700,.01405916,.01454007,.01612651
"Family_Structure","fourkid","More than four children in family",0,"San Antonio, TX",41700,.10504777,.11038044,.07987969
"Family_Structure","sPar","In single parent families",0,"San Antonio, TX",41700,.16074991,.15632242,.16079966
"Education","HS","With parents who have a high school degree",0,"San Antonio, TX",41700,.50579492,.48318202,.49332235
"Family_Structure","onekid","One child in family",0,"San Antonio, TX",41700,.16889874,.1681399,.17349036
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"San Antonio, TX",41700,.9291129,.91391869,.90758757
"Education","NIS35","Who are not in school, age 3 to 5",0,"San Antonio, TX",41700,.07419237,.07324245,.0871261
"English_Proficiency","engPro","Who are English Proficient",0,"San Antonio, TX",41700,.83787484,.84311265,.85070559
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"San Antonio, TX",41700,.01616081,.01365174,.01826241
"Country_of_Origin_of_Parents","midEast","The Middle East & South Asia",0,"San Antonio, TX",41700,.04618129,.04277239,.04564463
"Citizenship","citCitPar","Who are citizens with citizen parents",0,"San Antonio, TX",41700,.61605795,.56485005,.5933585
"Education","age0_3","Age 0 to 3",0,"San Antonio, TX",41700,.20405011,.19945275,.20683547
"Education","age4_5","Age 4 to 5",0,"San Antonio, TX",41700,.21237401,.20616421,.21378624
"Population","Share","Children of Immigrants, Share",0,"San Diego-Carlsbad-San Marcos, CA",41740,.43241223,.44920597,.45184862
"Family_Structure","twokid","Two children in famiy",0,"San Diego-Carlsbad-San Marcos, CA",41740,.3875639,.41520755,.3900355
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"San Diego-Carlsbad-San Marcos, CA",41740,.89879474,.88771948,.87702466
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"San Diego-Carlsbad-San Marcos, CA",41740,.60524895,.6156569,.61146466
"Population","perChange","Percentage Change in the Number of Children of Immigrants",0,"San Diego-Carlsbad-San Marcos, CA",41740,,.02173913,-.00303951
"Poverty_Income_and_Benefit_Receipt","home","Household owns Home",0,"San Diego-Carlsbad-San Marcos, CA",41740,.46327908,.43873947,.41654628
"Country_of_Origin_of_Parents","southAmerica","South America",0,"San Diego-Carlsbad-San Marcos, CA",41740,.01839382,.01591477,.01690013
"Country_of_Origin_of_Parents","Africa","Africa",0,"San Diego-Carlsbad-San Marcos, CA",41740,.03103598,.02994719,.03746678
"Citizenship","notCit","Who are not citizens",0,"San Diego-Carlsbad-San Marcos, CA",41740,.09738251,.11026759,.10950491
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"San Diego-Carlsbad-San Marcos, CA",41740,.05149028,.05518397,.05710385
"English_Proficiency","linIso","Who live in Linguistically Isolated Households",0,"San Diego-Carlsbad-San Marcos, CA",41740,.24370917,.25700671,.24739564
"Education","lTHS","With parents who have less than a high school degree",0,"San Diego-Carlsbad-San Marcos, CA",41740,.28462087,.27742663,.27713012
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"San Diego-Carlsbad-San Marcos, CA",41740,.49598848,.52104549,.55266031
"Education","NIS617","Who are not in school, age 6 to 17",0,"San Diego-Carlsbad-San Marcos, CA",41740,.01748978,.01460983,.01305745
"Country_of_Origin_of_Parents","mexico","Mexico",0,"San Diego-Carlsbad-San Marcos, CA",41740,.60316209,.59737932,.5900751
"English_Proficiency","limEng","With Limited English Proficiency",0,"San Diego-Carlsbad-San Marcos, CA",41740,.19771315,.22355561,.22230636
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"San Diego-Carlsbad-San Marcos, CA",41740,.02143489,.02186741,.02418136
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"San Diego-Carlsbad-San Marcos, CA",41740,.14268204,.13998671,.14299429
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"San Diego-Carlsbad-San Marcos, CA",41740,.32839677,.31847783,.31086028
"English_Proficiency","noeppars","No English Proficient Parents",0,"San Diego-Carlsbad-San Marcos, CA",41740,.449135,.44838077,.44312931
"Family_Structure","threekid","Three children in family",0,"San Diego-Carlsbad-San Marcos, CA",41740,.37434101,.33839883,.34429395
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"San Diego-Carlsbad-San Marcos, CA",41740,.40446382,.42160559,.44293796
"Country_of_Origin_of_Parents","midEast","The Middle East & South Asia",0,"San Diego-Carlsbad-San Marcos, CA",41740,.05910226,.06564177,.06623357
"Family_Structure","tPar","In two-parent families",0,"San Diego-Carlsbad-San Marcos, CA",41740,.80602784,.80361902,.7926633
"Education","HS","With parents who have a high school degree",0,"San Diego-Carlsbad-San Marcos, CA",41740,.41158089,.40318022,.4097466
"Family_Structure","sPar","In single parent families",0,"San Diego-Carlsbad-San Marcos, CA",41740,.19397216,.19638098,.2073367
"Country_of_Origin_of_Parents","europe","Europe, Canada & Australia",0,"San Diego-Carlsbad-San Marcos, CA",41740,.07269864,.07407886,.06504492
"Education","col","With parents who have at least four year college degree",0,"San Diego-Carlsbad-San Marcos, CA",41740,.30379823,.31939315,.31312328
"English_Proficiency","eppars","English Proficient Parents",0,"San Diego-Carlsbad-San Marcos, CA",41740,.39475105,.3843431,.38853534
"Education","NIS35","Who are not in school, age 3 to 5",0,"San Diego-Carlsbad-San Marcos, CA",41740,.0743935,.07515024,.08013873
"Family_Structure","onekid","One child in family",0,"San Diego-Carlsbad-San Marcos, CA",41740,.19085615,.19182753,.19826584
"Citizenship","citCitPar","Who are citizens with citizen parents",0,"San Diego-Carlsbad-San Marcos, CA",41740,.57422073,.57125459,.57963481
"Poverty_Income_and_Benefit_Receipt","pov100","In families below 100% of the poverty line",0,"San Diego-Carlsbad-San Marcos, CA",41740,.20105689,.21510527,.24406137
"Family_Structure","fourkid","More than four children in family",0,"San Diego-Carlsbad-San Marcos, CA",41740,.04723894,.05456609,.06740471
"English_Proficiency","engPro","Who are English Proficient",0,"San Diego-Carlsbad-San Marcos, CA",41740,.80228685,.77644439,.77769364
"Education","age0_3","Age 0 to 3",0,"San Diego-Carlsbad-San Marcos, CA",41740,.39987792,.40420375,.40972574
"Education","age4_5","Age 4 to 5",0,"San Diego-Carlsbad-San Marcos, CA",41740,.45524967,.4663546,.44043198
"Population","Share","Children of Immigrants, Share",0,"San Francisco-Oakland-Fremont, CA",41860,.48363271,.49676473,.49696256
"Education","lTHS","With parents who have less than a high school degree",0,"San Francisco-Oakland-Fremont, CA",41860,.18143131,.17214222,.17780786
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"San Francisco-Oakland-Fremont, CA",41860,.56108269,.55626507,.55727612
"Family_Structure","fourkid","More than four children in family",0,"San Francisco-Oakland-Fremont, CA",41860,.0386604,.04871584,.04223649
"Education","NIS617","Who are not in school, age 6 to 17",0,"San Francisco-Oakland-Fremont, CA",41860,.01413688,.01254301,.0098987
"English_Proficiency","linIso","Who live in Linguistically Isolated Households",0,"San Francisco-Oakland-Fremont, CA",41860,.23745878,.21954888,.21435887
"Citizenship","citCitPar","Who are citizens with citizen parents",0,"San Francisco-Oakland-Fremont, CA",41860,.6440728,.63180318,.6212832
"English_Proficiency","eppars","English Proficient Parents",0,"San Francisco-Oakland-Fremont, CA",41860,.43891731,.44373493,.44272388
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"San Francisco-Oakland-Fremont, CA",41860,.27089866,.27821127,.28632171
"English_Proficiency","noeppars","No English Proficient Parents",0,"San Francisco-Oakland-Fremont, CA",41860,.41373193,.40782238,.40433948
"Country_of_Origin_of_Parents","southAmerica","South America",0,"San Francisco-Oakland-Fremont, CA",41860,.02454214,.0255229,.0277549
"Education","NIS35","Who are not in school, age 3 to 5",0,"San Francisco-Oakland-Fremont, CA",41860,.07391064,.07486049,.07369033
"Education","col","With parents who have at least four year college degree",0,"San Francisco-Oakland-Fremont, CA",41860,.4393057,.4342738,.44398467
"Family_Structure","threekid","Three children in family",0,"San Francisco-Oakland-Fremont, CA",41860,.2989157,.28098411,.29063404
"Country_of_Origin_of_Parents","midEast","The Middle East & South Asia",0,"San Francisco-Oakland-Fremont, CA",41860,.10382861,.11001933,.11641289
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"San Francisco-Oakland-Fremont, CA",41860,.32977919,.34430596,.36351892
"Family_Structure","onekid","One child in family",0,"San Francisco-Oakland-Fremont, CA",41860,.22561673,.22996194,.22495467
"Country_of_Origin_of_Parents","Africa","Africa",0,"San Francisco-Oakland-Fremont, CA",41860,.02591765,.02630156,.02314145
"Family_Structure","twokid","Two children in famiy",0,"San Francisco-Oakland-Fremont, CA",41860,.43680717,.44033812,.4421748
"Country_of_Origin_of_Parents","europe","Europe, Canada & Australia",0,"San Francisco-Oakland-Fremont, CA",41860,.0967118,.09339067,.10029742
"Population","perChange","Percentage Change in the Number of Children of Immigrants",0,"San Francisco-Oakland-Fremont, CA",41860,,.02449889,-.00434783
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"San Francisco-Oakland-Fremont, CA",41860,.28593209,.29260442,.29023005
"Family_Structure","sPar","In single parent families",0,"San Francisco-Oakland-Fremont, CA",41860,.13860359,.13340609,.14143898
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"San Francisco-Oakland-Fremont, CA",41860,.06710165,.06421776,.05702363
"Education","HS","With parents who have a high school degree",0,"San Francisco-Oakland-Fremont, CA",41860,.37926299,.39358398,.37820747
"English_Proficiency","limEng","With Limited English Proficiency",0,"San Francisco-Oakland-Fremont, CA",41860,.16402113,.15680041,.13932878
"Poverty_Income_and_Benefit_Receipt","home","Household owns Home",0,"San Francisco-Oakland-Fremont, CA",41860,.56037602,.53829413,.52353463
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"San Francisco-Oakland-Fremont, CA",41860,.08243701,.08543146,.07759769
"Family_Structure","tPar","In two-parent families",0,"San Francisco-Oakland-Fremont, CA",41860,.86139641,.86659391,.85856102
"Citizenship","notCit","Who are not citizens",0,"San Francisco-Oakland-Fremont, CA",41860,.09192423,.09650963,.09854256
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"San Francisco-Oakland-Fremont, CA",41860,.931241,.92278774,.91005786
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"San Francisco-Oakland-Fremont, CA",41860,.26400297,.27168719,.28017424
"Poverty_Income_and_Benefit_Receipt","pov100","In families below 100% of the poverty line",0,"San Francisco-Oakland-Fremont, CA",41860,.11827921,.12634436,.14758843
"English_Proficiency","engPro","Who are English Proficient",0,"San Francisco-Oakland-Fremont, CA",41860,.83597887,.84319959,.86067122
"Country_of_Origin_of_Parents","mexico","Mexico",0,"San Francisco-Oakland-Fremont, CA",41860,.31352906,.30251189,.30754197
"Education","age0_3","Age 0 to 3",0,"San Francisco-Oakland-Fremont, CA",41860,.49403679,.50344815,.50151949
"Education","age4_5","Age 4 to 5",0,"San Francisco-Oakland-Fremont, CA",41860,.51022928,.50135985,.49579313
"Population","Share","Children of Immigrants, Share",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.60118656,.60024712,.61064916
"English_Proficiency","engPro","Who are English Proficient",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.84837184,.8474385,.84520579
"Family_Structure","fourkid","More than four children in family",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.03919344,.03241926,.03893859
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.24604698,.24158746,.22354567
"Family_Structure","twokid","Two children in famiy",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.45709759,.47055719,.4612777
"Country_of_Origin_of_Parents","midEast","The Middle East & South Asia",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.1510787,.15461294,.16449007
"English_Proficiency","eppars","English Proficient Parents",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.43913086,.44245244,.45373824
"Population","perChange","Percentage Change in the Number of Children of Immigrants",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,,.00371747,.01481481
"Poverty_Income_and_Benefit_Receipt","pov100","In families below 100% of the poverty line",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.10144753,.11830742,.11802358
"Citizenship","citCitPar","Who are citizens with citizen parents",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.58687972,.61199601,.61746446
"Family_Structure","sPar","In single parent families",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.12159305,.1188087,.11970134
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.2914349,.31422024,.32204039
"Country_of_Origin_of_Parents","Africa","Africa",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.01422757,.01795716,.0205811
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.03495939,.03528431,.03426265
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.2962794,.27750558,.2830849
"Education","lTHS","With parents who have less than a high school degree",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.1824031,.16014906,.15878763
"Education","HS","With parents who have a high school degree",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.29880174,.31693559,.307304
"Education","col","With parents who have at least four year college degree",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.51879516,.52291535,.53390837
"English_Proficiency","limEng","With Limited English Proficiency",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.15162816,.1525615,.15479421
"Education","NIS617","Who are not in school, age 6 to 17",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.01569338,.0128157,.01013925
"Family_Structure","tPar","In two-parent families",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.87840695,.8811913,.88029866
"Family_Structure","threekid","Three children in family",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.28157102,.2655624,.26528434
"Poverty_Income_and_Benefit_Receipt","home","Household owns Home",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.58231515,.54699796,.52012698
"Country_of_Origin_of_Parents","southAmerica","South America",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.01596323,.01762447,.02015098
"Family_Structure","onekid","One child in family",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.22213796,.23146115,.23449937
"English_Proficiency","noeppars","No English Proficient Parents",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.41645265,.41276956,.39223506
"Education","NIS35","Who are not in school, age 3 to 5",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.0836029,.07346416,.06169576
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.12711967,.13610333,.13363795
"Country_of_Origin_of_Parents","europe","Europe, Canada & Australia",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.07777436,.07389028,.07841926
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.238574,.25407058,.26377532
