"cat","catnum","level","statcode","fips","abbrev","name","isstate","y2006","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","y2018","y2019","y2020","y2021","y2022"
"race",16,5,"othmult",36260,,"Ogden-Clearfield, UT",0,0.08601481,0.08758585,0.07401885,0.0646318,0.05351007,0.04927778,0.05635295,0.08675319,0.11343119,0.07834318,0.06123615,0.05727802,0.07988574,0.09527507,0.06464875,0.09468766,0.10703337
"race",16,5,"othmult",36420,,"Oklahoma City, OK",0,0.05158256,0.05411255,0.04825175,0.0423347,0.048033,0.05919865,0.04982219,0.03653111,0.03814074,0.03981711,0.05563946,0.04884012,0.02763264,0.04578236,0.05613478,0.05092661,0.05689073
"race",16,5,"othmult",36540,,"Omaha-Council Bluffs, NE-IA",0,0.06614727,0.05064753,0.05885035,0.05543715,0.06227259,0.04041157,0.02713875,0.05199982,0.04989428,0.0337822,0.03399059,0.03437334,0.0634338,0.07310655,0.07589939,0.11294056,0.07871382
"race",16,5,"othmult",36740,,"Orlando-Kissimmee-Sanford, FL",0,0.04453913,0.05485668,0.05947128,0.05525299,0.06566589,0.07842608,0.05369633,0.04635874,0.06087877,0.0605358,0.05658446,0.07707831,0.07145885,0.05815644,0.0661192,0.11641496,0.09954017
"race",16,5,"othmult",37100,,"Oxnard-Thousand Oaks-Ventura, CA",0,0.03175176,0.02893934,0.03104545,0.03116659,0.02739782,0.02552489,0.03825428,0.03822122,0.02736936,0.03805072,0.04153644,0.03787879,0.03314124,0.04077593,0.05324595,0.04631973,0.04961298
"race",16,5,"othmult",37340,,"Palm Bay-Melbourne-Titusville, FL",0,0.05378086,0.05864217,0.06530585,0.08874563,0.09589309,0.08523367,0.08013133,0.05609126,0.07174581,0.07774058,0.08508252,0.09703436,0.08916044,0.14644645,0.14881356,0.21618648,0.18660311
"race",16,5,"othmult",37980,,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0.0413311,0.05803416,0.06246631,0.05343928,0.05384768,0.05357075,0.05605057,0.06598089,0.06224414,0.06203133,0.06309015,0.06005203,0.07142037,0.07133067,0.06940536,0.07808953,0.09406593
"race",16,5,"othmult",38060,,"Phoenix-Mesa-Scottsdale, AZ",0,0.02189901,0.02355984,0.02210199,0.02346982,0.02965657,0.03427335,0.03101248,0.03161936,0.03353686,0.03456533,0.03681181,0.04130561,0.04587954,0.04595953,0.04530181,0.05294156,0.05466922
"race",16,5,"othmult",38300,,"Pittsburgh, PA",0,0.09222477,0.07057458,0.07529464,0.08783397,0.07773483,0.09103122,0.10395322,0.08288842,0.09067938,0.11978965,0.10663087,0.10195436,0.09968248,0.07957858,0.10823669,0.12213681,0.12332371
"race",16,5,"othmult",38900,,"Portland-Vancouver-Hillsboro, OR-WA",0,0.05648027,0.06259178,0.06988094,0.06273068,0.05978406,0.06558903,0.07054103,0.07961379,0.08550036,0.08985163,0.08423616,0.0736063,0.07435334,0.08396211,0.08921771,0.09945197,0.10001446
"race",16,5,"othmult",39300,,"Providence-Warwick, RI-MA",0,0.05860646,0.05575584,0.05968359,0.05769906,0.0499026,0.05626476,0.05710386,0.06853441,0.07949764,0.08892328,0.0790278,0.07117826,0.07078227,0.09312874,0.12294203,0.20122564,0.17195019
"race",16,5,"othmult",39340,,"Provo-Orem, UT",0,0.07659639,0.06332734,0.06462982,0.06470647,0.08168016,0.08580836,0.07621328,0.07014246,0.07754508,0.09235346,0.07181758,0.06487305,0.07059816,0.06535129,0.06320472,0.15824929,0.14755934
"race",16,5,"othmult",39580,,"Raleigh, NC",0,0.04615961,0.05236861,0.050622,0.04601132,0.03960785,0.03837744,0.05304008,0.04738521,0.02988941,0.04835242,0.05625103,0.06124992,0.05907564,0.0482219,0.06092208,0.07932967,0.07018761
"race",16,5,"othmult",40060,,"Richmond, VA",0,0.05877283,0.06695991,0.06324149,0.07299263,0.07415309,0.05860839,0.05526638,0.04683973,0.03760659,0.04339387,0.05512024,0.08667076,0.09342716,0.06292759,0.06456568,0.08880089,0.07770617
"race",16,5,"othmult",40140,,"Riverside-San Bernardino-Ontario, CA",0,0.03349928,0.02456898,0.01974291,0.02303512,0.02441112,0.02394694,0.02394473,0.02198518,0.02590459,0.02618587,0.02387859,0.02435454,0.02659886,0.02731768,0.02631809,0.03981147,0.03607058
"race",16,5,"othmult",40380,,"Rochester, NY",0,0.06142696,0.09294327,0.0804232,0.07273688,0.08684245,0.1052689,0.10048823,0.07904471,0.08157864,0.09306692,0.11421445,0.10724062,0.09163723,0.10555924,0.10670762,0.14779738,0.16398996
"race",16,5,"othmult",40900,,"Sacramento--Roseville--Arden-Arcade, CA",0,0.03464467,0.04206687,0.04543022,0.0457388,0.06120284,0.07640406,0.07201727,0.06188459,0.06763798,0.07427115,0.07895204,0.0835049,0.07604908,0.07775827,0.0763676,0.07155239,0.0772147
"race",16,5,"othmult",41180,,"St. Louis, MO-IL",0,0.06114707,0.06308764,0.08079243,0.08628506,0.07383104,0.07354373,0.08597648,0.11002275,0.13044985,0.11640648,0.09069102,0.10994189,0.09125575,0.07232085,0.10909861,0.1454359,0.13392101
"race",16,5,"othmult",41620,,"Salt Lake City, UT",0,0.05388173,0.0374277,0.04007383,0.05092566,0.04965796,0.05131407,0.06411306,0.06076118,0.05131224,0.04890837,0.05307452,0.05229476,0.05893487,0.07451787,0.08277921,0.05868123,0.0701608
"race",16,5,"othmult",41700,,"San Antonio-New Braunfels, TX",0,0.01919002,0.02435545,0.02786835,0.02844564,0.02108065,0.03742971,0.04111985,0.02179111,0.02108906,0.03421761,0.04211612,0.0361562,0.02609907,0.0284484,0.03015368,0.05561875,0.04747776
"race",16,5,"othmult",41740,,"San Diego-Carlsbad, CA",0,0.04189782,0.0455732,0.04738348,0.04559369,0.04480539,0.04034271,0.03799652,0.04549523,0.05310499,0.05208501,0.05248008,0.04880713,0.05928473,0.06898443,0.06816506,0.07683336,0.08499337
"race",16,5,"othmult",41860,,"San Francisco-Oakland-Hayward, CA",0,0.05492774,0.05347597,0.05530649,0.05528584,0.05697652,0.06721047,0.08100939,0.08514065,0.08011428,0.0734413,0.07178791,0.08073686,0.0823282,0.0797934,0.0827933,0.10377637,0.09733123
"race",16,5,"othmult",41940,,"San Jose-Sunnyvale-Santa Clara, CA",0,0.04754422,0.04677991,0.04687339,0.04883786,0.05070461,0.05322734,0.05430348,0.05138307,0.04980586,0.05274018,0.05522171,0.05774586,0.06025225,0.06225645,0.06330132,0.06249113,0.06243552
"race",16,5,"othmult",42540,,"Scranton--Wilkes-Barre--Hazleton, PA",0,0.01501501,0.02143654,0.03378978,0.0375684,0.06790952,0.07907501,0.04108998,0.03912918,0.04750063,0.06796779,0.06824309,0.03984964,0.06747127,0.05922521,0.02906572,0.04210598,0.06259932
"race",16,5,"othmult",42660,,"Seattle-Tacoma-Bellevue, WA",0,0.06854906,0.07835776,0.08738095,0.09609243,0.08618393,0.07675835,0.08802345,0.09144617,0.0906218,0.10270794,0.11499022,0.12081324,0.11255889,0.10880044,0.10840702,0.09453767,0.11162598
"race",16,5,"othmult",44060,,"Spokane-Spokane Valley, WA",0,0.07175278,0.1288209,0.14035897,0.0954169,0.09736741,0.09110213,0.07811562,0.0946166,0.06804613,0.1167478,0.15938836,0.12810716,0.09516357,0.05761103,0.12624943,0.16284575,0.16643524
"race",16,5,"othmult",44140,,"Springfield, MA",0,0.06615554,0.0459841,0.04238357,0.03775828,0.03910257,0.09289766,0.09677046,0.08084687,0.07939768,0.0897907,0.09714808,0.06178834,0.04704654,0.07948224,0.06234945,0.13257742,0.1065926
"race",16,5,"othmult",44700,,"Stockton-Lodi, CA",0,0.04152337,0.04414631,0.0379683,0.02607622,0.02985754,0.03858963,0.04502483,0.03818813,0.03154574,0.04053642,0.04312467,0.0470862,0.04081902,0.02894559,0.03719709,0.02387838,0.02340531
"race",16,5,"othmult",45060,,"Syracuse, NY",0,0.02299246,0.09118059,0.12828968,0.06670403,0.07509604,0.08197114,0.07993609,0.07490854,0.05795169,0.11619198,0.17570236,0.15503344,0.15631422,0.12882209,0.09566843,0.14361228,0.118999
"race",16,5,"othmult",45300,,"Tampa-St. Petersburg-Clearwater, FL",0,0.04679655,0.04694134,0.04799864,0.04780839,0.04394912,0.06278246,0.06584309,0.0629144,0.07576866,0.06112083,0.05827083,0.06808433,0.06505863,0.06973577,0.08871832,0.10435057,0.09089973
"race",16,5,"othmult",45780,,"Toledo, OH",0,0.06592756,0.10481433,0.05117243,0.0157456,0.09658299,0.15965524,0.16632943,0.06848674,0.0102148,0.10384464,0.20333496,0.12944245,0.12139037,0.14998069,0.16027728,,0.08178702
"race",16,5,"othmult",46060,,"Tucson, AZ",0,0.03152343,0.03172546,0.03106743,0.02874529,0.03503579,0.03350163,0.02543892,0.04328468,0.05900894,0.04447415,0.03058766,0.02953,0.02997262,0.04670975,0.05925213,0.04974464,0.04693287
"race",16,5,"othmult",46140,,"Tulsa, OK",0,0.07754742,0.10795844,0.08060295,0.09255728,0.08699434,0.04612543,0.03828357,0.03462353,0.04959586,0.04627398,0.03283671,0.04126634,0.05406024,0.04452138,0.04387174,0.08154357,0.07584126
"race",16,5,"othmult",46520,,"Urban Honolulu, HI",0,0.17606997,0.19285636,0.19463538,0.17677182,0.16294675,0.19917932,0.17869608,0.16748218,0.16911241,0.19056186,0.21270461,0.18453811,0.16278341,0.17515874,0.18426311,0.1842114,0.19183034
"race",16,5,"othmult",47260,,"Virginia Beach-Norfolk-Newport News, VA-NC",0,0.10372381,0.10759351,0.0896777,0.10266374,0.12129688,0.09269342,0.11839412,0.12536202,0.11650465,0.14206977,0.13494864,0.12824334,0.11439098,0.1288598,0.12934859,0.13114098,0.14688493
"race",16,5,"othmult",47900,,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0,0.05359332,0.05007207,0.0562535,0.06011178,0.06237603,0.06861611,0.06842327,0.06137393,0.06044733,0.06362387,0.06595406,0.07126098,0.07156258,0.06297999,0.07002242,0.08086675,0.08749507
"race",16,5,"othmult",48620,,"Wichita, KS",0,0.03507684,0.02800768,0.04225788,0.07212281,0.04028002,0.03424114,0.06160336,0.06217938,0.04794665,0.02795634,0.029758,0.04678558,0.0560127,0.05953212,0.03978431,0.03511474,0.04765479
"race",16,5,"othmult",49180,,"Winston-Salem, NC",0,0.01888658,0.02507235,0.06670488,0.0605745,0.02255321,0.02267919,0.02225778,0.02008728,0.03751175,0.04144222,0.0447892,0.04280261,0.020839,0.02792786,0.03208885,0.05893265,0.04949312
"race",16,5,"othmult",49340,,"Worcester, MA-CT",0,0.06111494,0.0483207,0.05236832,0.05374836,0.05737239,0.05858621,0.06953061,0.06203767,0.06540582,0.10973483,0.09840516,0.1085837,0.11959996,0.08417173,0.07406539,0.15955092,0.13063005
"race",16,5,"othmult",49660,,"Youngstown-Warren-Boardman, OH-PA",0,,,,0.13958369,,,,,,,,,,,,,
,,,"TotalNum",1,"AL","Alabama",1,52000,55000,61000,71000,79000,78000,79000,76000,71000,80000,88000,91000,89000,82000,81000,90000,97000
,,,"Percent",1,"AL","Alabama",1,0.00325061,0.00335611,0.00364985,0.00414623,0.00452748,0.00443863,0.00445121,0.00423304,0.0039416,0.00440432,0.00477379,0.00489827,0.00477929,0.00443531,0.00448083,0.00483559,0.0052603
,,,"TotalNum",2,"AK","Alaska",1,19000,22000,20000,21000,21000,19000,20000,19000,19000,26000,27000,25000,25000,23000,24000,33000,28000
,,,"Percent",2,"AK","Alaska",1,0.00118772,0.00134245,0.00119667,0.00122635,0.00120351,0.0010812,0.00112689,0.00105826,0.00105479,0.0014314,0.00146468,0.00134568,0.0013425,0.00124405,0.00132765,0.00177305,0.00151844
,,,"TotalNum",4,"AZ","Arizona",1,463000,499000,521000,526000,503000,461000,455000,467000,460000,450000,457000,468000,466000,461000,436000,414000,422000
,,,"Percent",4,"AZ","Arizona",1,0.02894293,0.03044911,0.03117334,0.03071712,0.02882687,0.02623343,0.02563669,0.02601092,0.02553711,0.02477428,0.02479115,0.02519109,0.02502416,0.02493509,0.02411905,0.02224371,0.02288503
,,,"TotalNum",5,"AR","Arkansas",1,51000,56000,63000,68000,71000,74000,73000,75000,82000,81000,77000,77000,76000,74000,71000,82000,84000
,,,"Percent",5,"AR","Arkansas",1,0.0031881,0.00341713,0.00376952,0.00397103,0.004069,0.00421101,0.00411314,0.00417734,0.00455227,0.00445937,0.00417706,0.00414469,0.00408119,0.0040026,0.00392764,0.00440576,0.00455531
,,,"TotalNum",6,"CA","California",1,4683000,4650000,4603000,4612000,4625000,4573000,4570000,4558000,4471000,4446000,4453000,4360000,4233000,4176000,4082000,4012000,3932000
,,,"Percent",6,"CA","California",1,0.2927424,0.28374422,0.27541435,0.26932961,0.26505816,0.26022875,0.25749379,0.25387099,0.24820963,0.24476987,0.2415645,0.23468618,0.22731178,0.22587624,0.22581181,0.21555986,0.2132321
,,,"TotalNum",8,"CO","Colorado",1,232000,235000,251000,257000,257000,257000,261000,278000,281000,278000,283000,284000,286000,273000,250000,269000,266000
,,,"Percent",8,"CO","Colorado",1,0.01450272,0.01433976,0.01501825,0.01500818,0.01472864,0.01462471,0.01470588,0.01548401,0.01559984,0.015305,0.01535207,0.0152869,0.01535818,0.01476633,0.01382973,0.01445304,0.01442516
,,,"TotalNum",9,"CT","Connecticut",1,155000,163000,170000,175000,182000,185000,182000,184000,185000,187000,195000,197000,203000,203000,198000,206000,209000
,,,"Percent",9,"CT","Connecticut",1,0.00968932,0.0099463,0.01017172,0.01021957,0.0104304,0.01052751,0.01025468,0.01024841,0.01027036,0.01029509,0.01057828,0.01060394,0.01090109,0.01098009,0.01095315,0.01106813,0.01133406
,,,"TotalNum",10,"DE","Delaware",1,29000,30000,33000,35000,32000,32000,36000,37000,32000,35000,42000,44000,44000,46000,41000,52000,49000
,,,"Percent",10,"DE","Delaware",1,0.00181284,0.00183061,0.00197451,0.00204391,0.00183392,0.00182098,0.0020284,0.00206082,0.00177649,0.00192689,0.0022784,0.00236839,0.0023628,0.0024881,0.00226808,0.0027939,0.00265727
,,,"TotalNum",11,"DC","District of Columbia",1,18000,19000,22000,23000,22000,21000,24000,27000,29000,28000,27000,29000,30000,28000,30000,31000,32000
,,,"Percent",11,"DC","District of Columbia",1,0.00112521,0.00115938,0.00131634,0.00134314,0.00126082,0.00119502,0.00135227,0.00150384,0.00160995,0.00154151,0.00146468,0.00156099,0.001611,0.0015145,0.00165957,0.00166559,0.00173536
,,,"TotalNum",12,"FL","Florida",1,1197000,1212000,1196000,1226000,1249000,1242000,1272000,1291000,1291000,1330000,1368000,1401000,1424000,1408000,1411000,1490000,1485000
,,,"Percent",12,"FL","Florida",1,0.07482653,0.07395656,0.07156106,0.07159542,0.07158003,0.07067661,0.07167005,0.07190599,0.07167046,0.07322176,0.0742107,0.07541177,0.07646869,0.07615751,0.07805499,0.08005588,0.08053146
,,,"TotalNum",13,"GA","Georgia",1,362000,389000,418000,453000,466000,464000,474000,480000,496000,512000,508000,519000,526000,516000,517000,526000,537000
,,,"Percent",13,"GA","Georgia",1,0.02262924,0.02373688,0.02501047,0.0264541,0.0267064,0.02640414,0.02670723,0.02673499,0.02753567,0.02818762,0.02755777,0.02793627,0.02824616,0.02791,0.02859988,0.02826134,0.02912148
,,,"TotalNum",15,"HI","Hawaii",1,83000,74000,77000,78000,78000,90000,93000,88000,89000,89000,91000,92000,90000,90000,80000,82000,82000
,,,"Percent",15,"HI","Hawaii",1,0.00518847,0.0045155,0.00460719,0.00455501,0.00447017,0.00512149,0.00524003,0.00490141,0.00494088,0.0048998,0.00493653,0.00495209,0.00483299,0.00486802,0.00442551,0.00440576,0.00444685
,,,"TotalNum",16,"ID","Idaho",1,46000,51000,55000,57000,57000,57000,56000,58000,60000,56000,54000,54000,56000,55000,58000,60000,59000
,,,"Percent",16,"ID","Idaho",1,0.00287554,0.00311203,0.00329085,0.00332866,0.00326666,0.00324361,0.00315529,0.00323048,0.00333093,0.00308302,0.00292937,0.00290666,0.0030072,0.0029749,0.0032085,0.00322373,0.00319957
,,,"TotalNum",17,"IL","Illinois",1,750000,774000,778000,788000,790000,806000,811000,803000,788000,778000,772000,771000,778000,743000,711000,731000,715000
,,,"Percent",17,"IL","Illinois",1,0.04688379,0.04722968,0.04655059,0.04601729,0.0452748,0.04586582,0.04569529,0.04472541,0.04374618,0.04283198,0.04187914,0.0415007,0.04177854,0.04018823,0.03933175,0.03927574,0.0387744
,,,"TotalNum",18,"IN","Indiana",1,108000,118000,122000,132000,139000,142000,145000,147000,151000,155000,169000,179000,177000,176000,179000,183000,193000
,,,"Percent",18,"IN","Indiana",1,0.00675127,0.00720039,0.00729971,0.00770848,0.00796607,0.00808058,0.00816994,0.00818759,0.00838283,0.00853336,0.00916784,0.00963505,0.00950489,0.00951969,0.00990209,0.00983237,0.01046638
,,,"TotalNum",19,"IA","Iowa",1,47000,51000,56000,57000,63000,68000,64000,71000,79000,74000,73000,77000,81000,86000,83000,87000,88000
,,,"Percent",19,"IA","Iowa",1,0.00293805,0.00311203,0.00335069,0.00332866,0.00361052,0.00386957,0.00360604,0.00395455,0.00438572,0.00407399,0.00396007,0.00414469,0.00434969,0.00465167,0.00459147,0.0046744,0.00477223
,,,"TotalNum",20,"KS","Kansas",1,78000,87000,87000,88000,93000,102000,108000,106000,109000,111000,113000,109000,106000,109000,1e+05,109000,107000
,,,"Percent",20,"KS","Kansas",1,0.00487591,0.00530876,0.00520553,0.00513899,0.00532982,0.00580436,0.00608519,0.00590398,0.00605119,0.00611099,0.00612998,0.00586715,0.00569219,0.00589572,0.00553189,0.00585644,0.0058026
,,,"TotalNum",21,"KY","Kentucky",1,40000,40000,46000,54000,60000,65000,70000,73000,72000,74000,77000,74000,79000,91000,89000,92000,89000
,,,"Percent",21,"KY","Kentucky",1,0.00250047,0.00244081,0.00275235,0.00315347,0.00343859,0.00369886,0.00394411,0.00406595,0.00399711,0.00407399,0.00417706,0.00398321,0.00424229,0.00492211,0.00492338,0.00494305,0.00482646
,,,"TotalNum",22,"LA","Louisiana",1,47000,49000,54000,57000,60000,61000,63000,67000,71000,76000,81000,81000,80000,81000,77000,83000,79000
,,,"Percent",22,"LA","Louisiana",1,0.00293805,0.00298999,0.00323102,0.00332866,0.00343859,0.00347123,0.0035497,0.00373176,0.0039416,0.0041841,0.00439405,0.00436,0.00429599,0.00438122,0.00425956,0.00445949,0.00428416
,,,"TotalNum",23,"ME","Maine",1,14000,17000,18000,16000,16000,16000,17000,19000,17000,16000,19000,21000,18000,17000,17000,17000,18000
,,,"Percent",23,"ME","Maine",1,0.00087516,0.00103734,0.00107701,0.00093436,0.00091696,0.00091049,0.00095785,0.00105826,0.00094376,0.00088086,0.0010307,0.00113037,0.0009666,0.00091952,0.00094042,0.00091339,0.00097614
,,,"TotalNum",24,"MD","Maryland",1,256000,269000,283000,294000,311000,317000,323000,336000,351000,365000,372000,379000,387000,392000,398000,412000,419000
,,,"Percent",24,"MD","Maryland",1,0.016003,0.01641445,0.01693293,0.01716889,0.01782337,0.01803904,0.01819923,0.01871449,0.01948593,0.02009469,0.0201801,0.02040047,0.02078187,0.02120294,0.02201693,0.02213626,0.02272234
,,,"TotalNum",25,"MA","Massachusetts",1,318000,318000,332000,345000,353000,357000,359000,376000,382000,385000,395000,393000,413000,424000,407000,434000,438000
,,,"Percent",25,"MA","Massachusetts",1,0.01987873,0.01940444,0.01986478,0.02014716,0.02023039,0.02031526,0.02022763,0.02094241,0.02120691,0.02119577,0.0214278,0.02115405,0.02217807,0.02293379,0.0225148,0.02331829,0.02375271
,,,"TotalNum",26,"MI","Michigan",1,250000,254000,249000,243000,246000,255000,269000,276000,277000,278000,281000,286000,291000,286000,274000,292000,288000
,,,"Percent",26,"MI","Michigan",1,0.01562793,0.01549915,0.01489858,0.01419061,0.01409823,0.0145109,0.01515664,0.01537262,0.01537778,0.015305,0.01524357,0.01539455,0.01562668,0.01546949,0.01515738,0.0156888,0.01561822
,,,"TotalNum",27,"MN","Minnesota",1,160000,164000,168000,179000,192000,202000,208000,208000,214000,231000,233000,238000,249000,257000,251000,249000,247000
,,,"Percent",27,"MN","Minnesota",1,0.01000188,0.01000732,0.01005206,0.01045317,0.0110035,0.01149491,0.01171963,0.01158516,0.01188031,0.01271746,0.01263969,0.01281085,0.01337128,0.01390091,0.01388505,0.01337847,0.01339479
,,,"TotalNum",28,"MS","Mississippi",1,20000,19000,20000,25000,25000,26000,27000,27000,28000,29000,31000,32000,32000,33000,34000,34000,30000
,,,"Percent",28,"MS","Mississippi",1,0.00125023,0.00115938,0.00119667,0.00145994,0.00143275,0.00147954,0.0015213,0.00150384,0.00155443,0.00159656,0.00168168,0.00172247,0.0017184,0.00178494,0.00188084,0.00182678,0.0016269
,,,"TotalNum",29,"MO","Missouri",1,86000,84000,89000,96000,95000,101000,101000,99000,101000,101000,110000,113000,111000,113000,110000,117000,112000
,,,"Percent",29,"MO","Missouri",1,0.00537601,0.0051257,0.0053252,0.00560617,0.00544444,0.00574745,0.00569078,0.00551409,0.00560706,0.00556045,0.00596723,0.00608246,0.00596069,0.00611207,0.00608508,0.00628627,0.00607375
,,,"TotalNum",30,"MT","Montana",1,7000,7000,9000,9000,8000,8000,8000,7000,7000,9000,8000,8000,10000,8000,8000,12000,12000
,,,"Percent",30,"MT","Montana",1,0.00043758,0.00042714,0.0005385,0.00052558,0.00045848,0.00045524,0.00045076,0.00038989,0.00038861,0.00049549,0.00043398,0.00043062,0.000537,0.00043271,0.00044255,0.00064475,0.00065076
,,,"TotalNum",31,"NE","Nebraska",1,50000,52000,56000,59000,59000,60000,69000,72000,66000,64000,67000,75000,77000,76000,82000,75000,75000
,,,"Percent",31,"NE","Nebraska",1,0.00312559,0.00317305,0.00335069,0.00344546,0.00338128,0.00341433,0.00388776,0.00401025,0.00366402,0.00352345,0.00363459,0.00403703,0.00413489,0.00411077,0.00453615,0.00402966,0.00406724
,,,"TotalNum",32,"NV","Nevada",1,212000,238000,246000,244000,245000,250000,251000,248000,250000,248000,251000,253000,249000,252000,247000,238000,237000
,,,"Percent",32,"NV","Nevada",1,0.01325248,0.01452282,0.01471908,0.01424901,0.01404092,0.01422637,0.01414244,0.01381308,0.01387887,0.01365338,0.01361614,0.01361826,0.01337128,0.01363046,0.01366377,0.01278745,0.01285249
,,,"TotalNum",33,"NH","New Hampshire",1,28000,26000,25000,28000,30000,31000,29000,29000,28000,28000,28000,28000,30000,30000,32000,33000,28000
,,,"Percent",33,"NH","New Hampshire",1,0.00175033,0.00158653,0.00149584,0.00163513,0.0017193,0.00176407,0.00163399,0.00161524,0.00155443,0.00154151,0.00151893,0.00150716,0.001611,0.00162267,0.00177021,0.00177305,0.00151844
,,,"TotalNum",34,"NJ","New Jersey",1,636000,651000,654000,655000,680000,704000,714000,730000,734000,736000,752000,772000,793000,789000,772000,826000,821000
,,,"Percent",34,"NJ","New Jersey",1,0.03975745,0.03972419,0.03913122,0.03825041,0.03897072,0.04006146,0.04022989,0.04065946,0.04074835,0.04051971,0.04079419,0.04155453,0.04258404,0.04267633,0.0427062,0.04437997,0.04452278
,,,"TotalNum",35,"NM","New Mexico",1,95000,103000,101000,104000,110000,110000,108000,112000,112000,107000,108000,98000,93000,95000,86000,89000,86000
,,,"Percent",35,"NM","New Mexico",1,0.00593861,0.00628509,0.0060432,0.00607335,0.00630409,0.0062596,0.00608519,0.00623816,0.00621773,0.00589077,0.00585874,0.00527506,0.00499409,0.00513847,0.00475743,0.00478186,0.00466377
,,,"TotalNum",36,"NY","New York",1,1459000,1479000,1486000,1483000,1473000,1454000,1483000,1512000,1504000,1515000,1539000,1528000,1506000,1480000,1450000,1502000,1490000
,,,"Percent",36,"NY","New York",1,0.0912046,0.09024896,0.08891282,0.0866036,0.08441745,0.08274057,0.08355871,0.08421522,0.08349525,0.08340674,0.08348703,0.08224782,0.08087209,0.08005193,0.08021242,0.08070062,0.0808026
,,,"TotalNum",37,"NC","North Carolina",1,264000,287000,319000,350000,371000,376000,379000,395000,413000,417000,420000,429000,435000,440000,433000,460000,455000
,,,"Percent",37,"NC","North Carolina",1,0.01650309,0.01751282,0.01908694,0.02043915,0.02126196,0.02139646,0.02135452,0.02200067,0.02292789,0.0229575,0.02278399,0.02309183,0.02335947,0.02379922,0.02395309,0.02471524,0.02467462
,,,"TotalNum",38,"ND","North Dakota",1,7000,,,7000,6000,6000,7000,7000,10000,12000,11000,11000,13000,13000,13000,21000,19000
,,,"Percent",38,"ND","North Dakota",1,0.00043758,,,0.00040878,0.00034386,0.00034143,0.00039441,0.00038989,0.00055515,0.00066065,0.00059672,0.0005921,0.0006981,0.00070316,0.00071915,0.0011283,0.00103037
,,,"TotalNum",39,"OH","Ohio",1,141000,146000,159000,173000,183000,182000,176000,186000,191000,191000,196000,210000,224000,229000,229000,247000,253000
,,,"Percent",39,"OH","Ohio",1,0.00881415,0.00890896,0.00951355,0.01010278,0.01048771,0.0103568,0.00991661,0.01035981,0.01060345,0.01051531,0.01063253,0.01130369,0.01202878,0.01238641,0.01266803,0.01327101,0.01372017
,,,"TotalNum",40,"OK","Oklahoma",1,79000,87000,93000,98000,106000,109000,107000,108000,113000,124000,126000,117000,123000,130000,122000,120000,124000
,,,"Percent",40,"OK","Oklahoma",1,0.00493843,0.00530876,0.00556453,0.00572296,0.00607485,0.0062027,0.00602885,0.00601537,0.00627325,0.00682669,0.0068352,0.00629777,0.00660509,0.00703159,0.00674891,0.00644745,0.00672451
,,,"TotalNum",41,"OR","Oregon",1,163000,171000,180000,184000,190000,195000,195000,197000,199000,191000,189000,198000,206000,199000,186000,188000,183000
,,,"Percent",41,"OR","Oregon",1,0.01018941,0.01043446,0.01077006,0.01074515,0.01088888,0.01109657,0.01098715,0.01097248,0.01104758,0.01051531,0.01025279,0.01065777,0.01106218,0.01076374,0.01028932,0.01010101,0.00992408
,,,"TotalNum",42,"PA","Pennsylvania",1,231000,249000,266000,269000,278000,291000,294000,307000,317000,312000,325000,346000,357000,358000,360000,394000,389000
,,,"Percent",42,"PA","Pennsylvania",1,0.01444021,0.01519404,0.01591575,0.01570895,0.01593214,0.01655949,0.01656525,0.01709925,0.0175984,0.01717683,0.01763047,0.01862418,0.01917087,0.01936391,0.01991481,0.02116914,0.02109545
,,,"TotalNum",44,"RI","Rhode Island",1,58000,59000,59000,54000,52000,53000,52000,53000,55000,54000,55000,55000,55000,54000,61000,58000,60000
,,,"Percent",44,"RI","Rhode Island",1,0.00362568,0.0036002,0.00353019,0.00315347,0.00298011,0.00301599,0.00292991,0.00295199,0.00305335,0.00297291,0.00298362,0.00296049,0.0029535,0.00292081,0.00337445,0.00311627,0.0032538
,,,"TotalNum",45,"SC","South Carolina",1,69000,77000,83000,91000,99000,96000,98000,1e+05,103000,106000,112000,116000,118000,128000,130000,129000,128000
,,,"Percent",45,"SC","South Carolina",1,0.00431331,0.00469856,0.00496619,0.00531418,0.00567368,0.00546293,0.00552175,0.00556979,0.00571809,0.00583572,0.00607573,0.00624394,0.00633659,0.00692341,0.00719146,0.00693101,0.00694143
,,,"TotalNum",46,"SD","South Dakota",1,7000,7000,8000,9000,10000,10000,10000,8000,11000,13000,12000,12000,12000,13000,16000,,15000
,,,"Percent",46,"SD","South Dakota",1,0.00043758,0.00042714,0.00047867,0.00052558,0.0005731,0.00056905,0.00056344,0.00044558,0.00061067,0.0007157,0.00065097,0.00064593,0.0006444,0.00070316,0.0008851,,0.00081345
,,,"TotalNum",47,"TN","Tennessee",1,98000,108000,123000,133000,140000,149000,150000,150000,158000,166000,174000,182000,182000,184000,174000,204000,202000
